"year","Mortality.x","Mortality.y","Mortality.x.x","Mortality.y.y","ISO"
2004,15.7,14.4,9.8,43,"BRB"
2005,15.7,14.4,9.9,42,"BRB"
2006,15.6,14.3,10,41,"BRB"
2007,15.4,14.2,10.1,40,"BRB"
2008,15.3,14.1,10.1,39,"BRB"
2009,15.1,13.9,10,38,"BRB"
2010,15,13.8,10,36,"BRB"
2011,14.8,13.7,9.9,35,"BRB"
2012,14.7,13.6,9.8,34,"BRB"
2013,14.6,13.5,9.7,32,"BRB"
2014,14.3,13.3,9.5,31,"BRB"
2015,14,13,9.3,31,"BRB"
2016,13.7,12.7,9.1,30,"BRB"
2017,13.4,12.4,8.9,27,"BRB"
2018,13,12.1,8.6,NA,"BRB"
2019,12.6,11.7,8.4,NA,"BRB"
2000,10.3,8.2,5,28,"BRN"
2001,10.1,8,5,28,"BRN"
2002,9.8,7.9,5,29,"BRN"
2003,9.7,7.8,5,30,"BRN"
2004,9.6,7.7,5,30,"BRN"
2005,9.5,7.7,5,29,"BRN"
2006,9.5,7.7,4.9,28,"BRN"
2007,9.5,7.7,4.9,27,"BRN"
2008,9.5,7.7,4.8,27,"BRN"
2009,9.6,7.8,4.8,27,"BRN"
2010,9.7,7.9,4.8,28,"BRN"
2011,9.8,8.1,4.8,28,"BRN"
2012,10,8.2,4.8,29,"BRN"
2013,10.2,8.4,4.9,28,"BRN"
2014,10.4,8.6,5,29,"BRN"
2015,10.6,8.8,5.2,30,"BRN"
2016,10.8,9,5.4,31,"BRN"
2017,11,9.2,5.6,31,"BRN"
2018,11.2,9.4,5.8,NA,"BRN"
2019,11.4,9.6,6,NA,"BRN"
2000,77.2,57.5,31.8,423,"BTN"
2001,72.9,54.8,30.9,384,"BTN"
2002,68.9,52.2,30,365,"BTN"
2003,65,49.7,29,348,"BTN"
2004,61.2,47.2,28,332,"BTN"
2005,57.5,44.7,27.1,310,"BTN"
2006,54.1,42.3,26.2,291,"BTN"
2007,50.8,40.1,25.3,275,"BTN"
2008,47.8,38,24.4,264,"BTN"
2009,44.9,36,23.4,255,"BTN"
2010,42.4,34.1,22.5,247,"BTN"
2011,40,32.4,21.6,239,"BTN"
2012,38,31,20.8,231,"BTN"
2013,36.2,29.6,20.1,223,"BTN"
2014,34.6,28.5,19.3,214,"BTN"
2015,33.1,27.4,18.4,203,"BTN"
2016,31.9,26.5,17.6,193,"BTN"
2017,30.7,25.6,17,183,"BTN"
2018,29.6,24.7,16.3,NA,"BTN"
2019,28.6,23.9,15.7,NA,"BTN"
2000,80.5,45.2,16.6,262,"BWA"
2001,80,44.6,17,271,"BWA"
2002,78.3,43.9,17.8,278,"BWA"
2003,76.1,43.1,18.7,278,"BWA"
2004,72.7,42.1,19.6,264,"BWA"
2005,67,38.9,20.4,239,"BWA"
2006,61.5,38.1,21,221,"BWA"
2007,58.6,39.5,21.6,209,"BWA"
2008,57.6,40.3,22,203,"BWA"
2009,55.3,40.1,22.4,189,"BWA"
2010,51.4,39.5,22.7,179,"BWA"
2011,51.9,41.1,22.9,176,"BWA"
2012,50.8,40.2,23.1,170,"BWA"
2013,49.6,39.4,23.2,164,"BWA"
2014,50.2,40.1,23.3,160,"BWA"
2015,49.7,39.6,23.3,156,"BWA"
2016,49.2,39.3,23.2,151,"BWA"
2017,47.8,38.2,23,144,"BWA"
2018,47,37.6,22.7,NA,"BWA"
2019,45.9,36.9,22.3,NA,"BWA"
2000,168.9,109.9,49,1280,"CAF"
2001,167.4,109.2,48.9,1290,"CAF"
2002,165.8,108.5,48.7,1280,"CAF"
2003,164.2,107.7,48.6,1250,"CAF"
2004,162.5,106.9,48.4,1230,"CAF"
2005,160.8,106.1,48.2,1200,"CAF"
2006,158.3,104.8,48,1170,"CAF"
2007,155.6,103.7,47.7,1130,"CAF"
2008,152.8,102.5,47.2,1090,"CAF"
2009,148.9,100.6,46.7,1050,"CAF"
2010,145,99,46.1,1000,"CAF"
2011,140.5,96.7,45.5,981,"CAF"
2012,136.2,94.5,44.7,963,"CAF"
2013,132.5,93,43.9,1030,"CAF"
2014,128.2,90.5,43.2,961,"CAF"
2015,123.3,87.9,42.5,912,"CAF"
2016,118.2,85.6,41.7,890,"CAF"
2017,114.5,83.8,41,829,"CAF"
2018,111.1,81.6,40.2,NA,"CAF"
2019,106.6,79.1,39.6,NA,"CAF"
2000,6.2,5.3,3.8,9,"CAN"
2001,6.2,5.3,3.8,10,"CAN"
2002,6.2,5.3,3.9,10,"CAN"
2003,6.2,5.3,3.9,10,"CAN"
2004,6.1,5.3,3.9,10,"CAN"
2005,6.1,5.2,3.9,11,"CAN"
2006,6,5.2,3.9,11,"CAN"
2007,6,5.1,3.8,11,"CAN"
2008,5.9,5.1,3.8,12,"CAN"
2009,5.8,5,3.8,12,"CAN"
2010,5.7,5,3.8,11,"CAN"
2011,5.7,4.9,3.7,11,"CAN"
2012,5.6,4.9,3.7,11,"CAN"
2013,5.5,4.8,3.6,11,"CAN"
2014,5.4,4.7,3.6,11,"CAN"
2015,5.4,4.7,3.6,11,"CAN"
2016,5.3,4.6,3.5,10,"CAN"
2017,5.2,4.6,3.4,10,"CAN"
2018,5.1,4.5,3.3,NA,"CAN"
2019,5.1,4.4,3.3,NA,"CAN"
2000,12.24332141,10.35377888,6.5367705,20,NA
2001,11.63624485,9.838498124,6.159182949,19,NA
2002,11.21167819,9.49103012,5.913486291,17,NA
2003,10.87698607,9.207105119,5.700287615,16,NA
2004,10.44209821,8.870824183,5.435772639,15,NA
2005,9.900442762,8.393090011,5.131779458,14,NA
2006,9.275349705,7.882774817,4.791341327,13,NA
2007,8.701068805,7.420926297,4.475008733,12,NA
2008,8.182059286,6.935704017,4.205195188,12,NA
2009,7.708581783,6.548900595,3.982703612,11,NA
2010,7.33099819,6.169101866,3.766453015,11,NA
2011,6.982820506,5.886856808,3.598099714,10,NA
2012,6.624633319,5.622893974,3.452906712,9,NA
2013,6.332761208,5.340968848,3.331111399,9,NA
2014,6.02653522,5.06766987,3.189491419,9,NA
2015,5.769004721,4.835833913,3.034158843,9,NA
2016,5.463623039,4.604803763,2.911984848,9,NA
2017,5.228100858,4.397392104,2.784185453,8,NA
2018,5.01589049,4.213125998,2.712889352,NA,NA
2019,4.851054225,4.052811301,2.644071244,NA,NA
2000,5.6,4.7,3.5,7,"CHE"
2001,5.5,4.6,3.5,7,"CHE"
2002,5.4,4.5,3.4,7,"CHE"
2003,5.3,4.5,3.4,7,"CHE"
2004,5.2,4.4,3.3,7,"CHE"
2005,5.1,4.3,3.3,7,"CHE"
2006,4.9,4.2,3.3,7,"CHE"
2007,4.8,4.1,3.2,6,"CHE"
2008,4.7,4,3.2,6,"CHE"
2009,4.6,4,3.2,6,"CHE"
2010,4.6,3.9,3.2,6,"CHE"
2011,4.5,3.9,3.1,6,"CHE"
2012,4.4,3.8,3.1,6,"CHE"
2013,4.4,3.8,3,6,"CHE"
2014,4.3,3.8,3,5,"CHE"
2015,4.3,3.7,3,5,"CHE"
2016,4.2,3.7,2.9,5,"CHE"
2017,4.2,3.6,2.9,5,"CHE"
2018,4.1,3.6,2.9,NA,"CHE"
2019,4,3.6,2.8,NA,"CHE"
2000,NA,NA,NA,NA,NA
2001,NA,NA,NA,NA,NA
2002,NA,NA,NA,NA,NA
2003,NA,NA,NA,NA,NA
2004,NA,NA,NA,NA,NA
2005,NA,NA,NA,NA,NA
2006,NA,NA,NA,NA,NA
2007,NA,NA,NA,NA,NA
2008,NA,NA,NA,NA,NA
2009,NA,NA,NA,NA,NA
2010,NA,NA,NA,NA,NA
2011,NA,NA,NA,NA,NA
2012,NA,NA,NA,NA,NA
2013,NA,NA,NA,NA,NA
2014,NA,NA,NA,NA,NA
2015,NA,NA,NA,NA,NA
2016,NA,NA,NA,NA,NA
2017,NA,NA,NA,NA,NA
2018,NA,NA,NA,NA,NA
2019,NA,NA,NA,NA,NA
2000,10.9,9.2,5.7,31,"CHL"
2001,10.3,8.7,5.4,32,"CHL"
2002,9.8,8.3,5.3,28,"CHL"
2003,9.5,8.1,5.3,27,"CHL"
2004,9.3,7.9,5.4,27,"CHL"
2005,9.1,7.7,5.4,25,"CHL"
2006,9,7.6,5.5,25,"CHL"
2007,8.9,7.6,5.4,23,"CHL"
2008,8.9,7.6,5.3,21,"CHL"
2009,8.8,7.5,5.3,21,"CHL"
2010,8.7,7.4,5.3,20,"CHL"
2011,8.5,7.3,5.3,18,"CHL"
2012,8.4,7.2,5.3,17,"CHL"
2013,8.3,7.1,5.3,16,"CHL"
2014,8.1,6.9,5.2,15,"CHL"
2015,7.9,6.7,5.1,14,"CHL"
2016,7.7,6.5,5,13,"CHL"
2017,7.4,6.4,4.9,13,"CHL"
2018,7.2,6.2,4.7,NA,"CHL"
2019,7,6,4.5,NA,"CHL"
2000,36.7,29.9,21.4,59,"CHN"
2001,34.1,27.8,19.9,55,"CHN"
2002,31.5,25.6,18.4,51,"CHN"
2003,28.8,23.4,16.9,48,"CHN"
2004,26.3,21.4,15.3,46,"CHN"
2005,24,19.4,13.9,44,"CHN"
2006,21.9,17.7,12.5,42,"CHN"
2007,20.1,16.2,11.3,40,"CHN"
2008,18.5,14.8,10.2,40,"CHN"
2009,17,13.6,9.2,37,"CHN"
2010,15.8,12.5,8.4,36,"CHN"
2011,14.6,11.5,7.6,34,"CHN"
2012,13.5,10.6,7,33,"CHN"
2013,12.5,9.8,6.4,32,"CHN"
2014,11.6,9,5.8,31,"CHN"
2015,10.7,8.3,5.3,30,"CHN"
2016,9.9,7.6,4.9,29,"CHN"
2017,9.2,7,4.5,29,"CHN"
2018,8.5,6.4,4.1,NA,"CHN"
2019,7.9,5.9,3.7,NA,"CHN"
2000,143.3,95.6,45.8,704,"CIV"
2001,140.1,93.7,45.2,706,"CIV"
2002,136.7,91.6,44.6,713,"CIV"
2003,133.1,89.6,44,711,"CIV"
2004,129.5,87.5,43.4,709,"CIV"
2005,125.6,85.2,42.7,704,"CIV"
2006,122,83.4,42,699,"CIV"
2007,118.2,81.1,41.3,698,"CIV"
2008,114.2,78.7,40.6,694,"CIV"
2009,109.9,76.6,40,700,"CIV"
2010,106.3,74.7,39.3,701,"CIV"
2011,103.1,72.9,38.7,703,"CIV"
2012,100.1,71,38,702,"CIV"
2013,97,69.1,37.4,691,"CIV"
2014,93.6,67.3,36.8,676,"CIV"
2015,90.8,65.7,36.2,658,"CIV"
2016,88.4,64.4,35.6,636,"CIV"
2017,86,62.9,35,617,"CIV"
2018,83.2,61.3,34.5,NA,"CIV"
2019,80.3,59.4,33.9,NA,"CIV"
2000,143.9,87.6,35.6,886,"CMR"
2001,140.9,85.8,34.8,844,"CMR"
2002,137.5,83.7,34.1,803,"CMR"
2003,134,81.7,33.7,771,"CMR"
2004,130.6,79.7,33.5,732,"CMR"
2005,127.5,78.1,33.2,692,"CMR"
2006,124.2,76.2,33,658,"CMR"
2007,121,74.6,32.7,635,"CMR"
2008,117.6,72.7,32.4,618,"CMR"
2009,114.3,71.1,32,606,"CMR"
2010,110.1,68.6,31.7,597,"CMR"
2011,105.8,66.6,31.3,589,"CMR"
2012,101.3,64.2,30.9,580,"CMR"
2013,96.7,61.6,30.4,567,"CMR"
2014,92.4,59.5,29.9,564,"CMR"
2015,88,57,29.3,554,"CMR"
2016,84.2,55.2,28.7,538,"CMR"
2017,80.6,53.2,28,529,"CMR"
2018,77.3,51.3,27.4,NA,"CMR"
2019,74.7,49.9,26.8,NA,"CMR"
2000,159.3,106.5,38.4,760,"COD"
2001,154.9,104.4,38,740,"COD"
2002,150.4,102.2,37.6,734,"COD"
2003,145.7,99.9,37.2,699,"COD"
2004,140.9,97.5,36.6,661,"COD"
2005,136.1,95.2,36,627,"COD"
2006,131.4,92.8,35.3,598,"COD"
2007,126.7,90.4,34.5,578,"COD"
2008,122.3,88.1,33.8,565,"COD"
2009,118,85.8,33,555,"COD"
2010,113.8,83.5,32.3,542,"COD"
2011,109.9,81.3,31.7,532,"COD"
2012,106.1,79.1,31.1,524,"COD"
2013,102.5,77,30.6,514,"COD"
2014,99.2,75,30,500,"COD"
2015,95.9,73,29.5,490,"COD"
2016,92.8,71.1,29,481,"COD"
2017,89.6,69.1,28.5,473,"COD"
2018,86.6,67.3,27.9,NA,"COD"
2019,83.8,65.5,27.3,NA,"COD"
2000,114.1,72.4,30.7,739,"COG"
2001,111.1,70.7,30.2,752,"COG"
2002,106.2,68,29.5,769,"COG"
2003,100.2,64.6,28.6,757,"COG"
2004,93.3,60.7,27.5,724,"COG"
2005,86.4,56.8,26.5,677,"COG"
2006,79.8,53.1,25.4,623,"COG"
2007,74,49.8,24.5,580,"COG"
2008,69,46.9,23.7,552,"COG"
2009,65,44.7,23,526,"COG"
2010,62,43,22.5,506,"COG"
2011,59.7,41.7,22.1,488,"COG"
2012,57.9,40.7,21.8,468,"COG"
2013,56.2,39.7,21.4,449,"COG"
2014,54.4,38.7,21.1,433,"COG"
2015,52.6,37.6,20.7,416,"COG"
2016,50.8,36.6,20.2,397,"COG"
2017,49.1,35.6,19.9,378,"COG"
2018,47.6,34.7,19.4,NA,"COG"
2019,52.5,35.9,19.1,NA,"COG"
2000,25.1,21.2,13.5,94,"COL"
2001,24.3,20.6,13.1,93,"COL"
2002,23.5,19.9,12.7,92,"COL"
2003,22.8,19.4,12.4,88,"COL"
2004,22.1,18.9,12,85,"COL"
2005,21.5,18.3,11.7,83,"COL"
2006,20.8,17.8,11.3,82,"COL"
2007,20.2,17.2,11,83,"COL"
2008,19.5,16.7,10.6,84,"COL"
2009,18.9,16.2,10.3,87,"COL"
2010,18.3,15.7,10,85,"COL"
2011,17.7,15.2,9.6,84,"COL"
2012,17.1,14.7,9.3,85,"COL"
2013,16.6,14.3,9,85,"COL"
2014,16,13.8,8.7,85,"COL"
2015,15.5,13.4,8.4,85,"COL"
2016,15,12.9,8.2,84,"COL"
2017,14.6,12.5,7.9,83,"COL"
2018,14.1,12.1,7.7,NA,"COL"
2019,13.6,11.7,7.4,NA,"COL"
2000,100.6,72.4,40.8,444,"COM"
2001,100.2,72.1,40.7,437,"COM"
2002,100.1,72,40.5,429,"COM"
2003,99.6,71.7,40.3,423,"COM"
2004,98.5,71,40.1,414,"COM"
2005,96.7,69.8,39.7,404,"COM"
2006,94.4,68.4,39.2,393,"COM"
2007,91.9,66.8,38.6,382,"COM"
2008,89.5,65.3,38,370,"COM"
2009,86.9,63.7,37.3,356,"COM"
2010,84.6,62.2,36.6,341,"COM"
2011,82,60.5,35.8,326,"COM"
2012,79.4,58.9,35.1,313,"COM"
2013,76.9,57.2,34.5,302,"COM"
2014,74.7,55.8,33.6,293,"COM"
2015,72.3,54.4,32.9,285,"COM"
2016,70.1,53,32.1,279,"COM"
2017,67.9,51.5,31.3,273,"COM"
2018,65.7,50.1,30.5,NA,"COM"
2019,63.5,48.7,29.8,NA,"COM"
2000,38.1,31.1,18.1,118,"CPV"
2001,34.4,28.4,17,109,"CPV"
2002,31.6,26.3,16,101,"CPV"
2003,29.8,24.8,15.4,96,"CPV"
2004,28.6,24,15.1,91,"CPV"
2005,28.1,23.5,15.1,86,"CPV"
2006,27.9,23.4,15.3,82,"CPV"
2007,27.8,23.3,15.4,78,"CPV"
2008,27.5,23.1,15.6,75,"CPV"
2009,27,22.7,15.5,72,"CPV"
2010,26.3,22.1,15.3,70,"CPV"
2011,25.2,21.3,14.9,67,"CPV"
2012,24,20.3,14.3,65,"CPV"
2013,22.5,19.2,13.5,63,"CPV"
2014,21,17.9,12.6,62,"CPV"
2015,19.5,16.7,11.8,61,"CPV"
2016,18.1,15.5,10.9,59,"CPV"
2017,16.8,14.5,10.2,58,"CPV"
2018,15.8,13.6,9.6,NA,"CPV"
2019,14.9,12.8,9,NA,"CPV"
2000,13.1,11.1,7.7,40,"CRI"
2001,12.6,10.5,7.5,37,"CRI"
2002,12.1,10.1,7.3,38,"CRI"
2003,11.8,10,7.2,37,"CRI"
2004,11.5,9.9,7.1,36,"CRI"
2005,11.3,9.9,7.1,33,"CRI"
2006,11.2,9.8,7,35,"CRI"
2007,11.1,9.7,6.9,29,"CRI"
2008,10.9,9.5,6.8,29,"CRI"
2009,10.7,9.3,6.7,29,"CRI"
2010,10.5,9.2,6.6,32,"CRI"
2011,10.2,8.9,6.5,30,"CRI"
2012,9.9,8.6,6.5,29,"CRI"
2013,9.6,8.2,6.4,29,"CRI"
2014,9.3,7.9,6.3,29,"CRI"
2015,9.1,7.7,6.3,28,"CRI"
2016,8.9,7.6,6.2,28,"CRI"
2017,8.7,7.5,6.1,27,"CRI"
2018,8.4,7.4,5.9,NA,"CRI"
2019,8.2,7.2,5.8,NA,"CRI"
2000,26.73662748,22.62139511,17.35753812,112,NA
2001,26.11444075,22.15000737,16.99008479,109,NA
2002,25.56557463,21.71879025,16.6959683,109,NA
2003,25.05997395,21.28469718,16.34072174,107,NA
2004,24.51592188,20.90205557,15.97434942,105,NA
2005,24.02247602,20.50995128,15.61272513,103,NA
2006,23.53200592,20.10601443,15.1775752,101,NA
2007,23.00651381,19.72218506,14.84431616,98,NA
2008,22.58010767,19.36737517,14.55964082,97,NA
2009,22.09326835,18.93985131,14.22916526,96,NA
2010,21.56475423,18.52872136,13.95877615,93,NA
2011,21.03935755,18.14184207,13.6620871,93,NA
2012,20.535088,17.67429911,13.38751153,93,NA
2013,19.99512526,17.25074584,13.03987739,91,NA
2014,19.43667885,16.7864046,12.67629431,89,NA
2015,18.86726862,16.34724219,12.28799079,89,NA
2016,18.36123547,15.87550598,11.94072326,89,NA
2017,17.82269908,15.41861902,11.57052558,88,NA
2018,17.28568245,14.96289049,11.19083447,NA,NA
2019,17.20832624,14.7001176,10.82194469,NA,NA
2000,8.8,7,4.3,46,"CUB"
2001,8.5,6.8,4.2,44,"CUB"
2002,8.2,6.5,4,41,"CUB"
2003,7.9,6.3,3.8,41,"CUB"
2004,7.6,6.1,3.6,40,"CUB"
2005,7.4,5.9,3.4,41,"CUB"
2006,7.2,5.7,3.3,38,"CUB"
2007,6.9,5.5,3.2,38,"CUB"
2008,6.7,5.4,3.1,40,"CUB"
2009,6.5,5.2,3,40,"CUB"
2010,6.4,5.1,2.9,41,"CUB"
2011,6.2,5,2.8,38,"CUB"
2012,6.1,4.8,2.7,39,"CUB"
2013,5.9,4.7,2.6,40,"CUB"
2014,5.8,4.6,2.5,39,"CUB"
2015,5.7,4.5,2.4,38,"CUB"
2016,5.5,4.4,2.3,37,"CUB"
2017,5.4,4.3,2.3,36,"CUB"
2018,5.3,4.3,2.3,NA,"CUB"
2019,5.2,4.2,2.3,NA,"CUB"
2000,NA,NA,NA,NA,"CUW"
2001,NA,NA,NA,NA,"CUW"
2002,NA,NA,NA,NA,"CUW"
2003,NA,NA,NA,NA,"CUW"
2004,NA,NA,NA,NA,"CUW"
2005,NA,NA,NA,NA,"CUW"
2006,NA,NA,NA,NA,"CUW"
2007,NA,NA,NA,NA,"CUW"
2008,NA,NA,NA,NA,"CUW"
2009,NA,NA,NA,NA,"CUW"
2010,NA,NA,NA,NA,"CUW"
2011,NA,NA,NA,NA,"CUW"
2012,NA,NA,NA,NA,"CUW"
2013,NA,NA,NA,NA,"CUW"
2014,NA,NA,NA,NA,"CUW"
2015,NA,NA,NA,NA,"CUW"
2016,NA,NA,NA,NA,"CUW"
2017,NA,NA,NA,NA,"CUW"
2018,NA,NA,NA,NA,"CUW"
2019,NA,NA,NA,NA,"CUW"
2000,NA,NA,NA,NA,"CYM"
2001,NA,NA,NA,NA,"CYM"
2002,NA,NA,NA,NA,"CYM"
2003,NA,NA,NA,NA,"CYM"
2004,NA,NA,NA,NA,"CYM"
2005,NA,NA,NA,NA,"CYM"
2006,NA,NA,NA,NA,"CYM"
2007,NA,NA,NA,NA,"CYM"
2008,NA,NA,NA,NA,"CYM"
2009,NA,NA,NA,NA,"CYM"
2010,NA,NA,NA,NA,"CYM"
2011,NA,NA,NA,NA,"CYM"
2012,NA,NA,NA,NA,"CYM"
2013,NA,NA,NA,NA,"CYM"
2014,NA,NA,NA,NA,"CYM"
2015,NA,NA,NA,NA,"CYM"
2016,NA,NA,NA,NA,"CYM"
2017,NA,NA,NA,NA,"CYM"
2018,NA,NA,NA,NA,"CYM"
2019,NA,NA,NA,NA,"CYM"
2000,6.5,5.6,3.7,14,"CYP"
2001,6,5.2,3.4,9,"CYP"
2002,5.6,4.8,3.2,10,"CYP"
2003,5.2,4.5,3,9,"CYP"
2004,4.8,4.1,2.8,9,"CYP"
2005,4.5,3.8,2.6,12,"CYP"
2006,4.2,3.6,2.4,9,"CYP"
2007,3.9,3.3,2.3,8,"CYP"
2008,3.7,3.1,2.1,9,"CYP"
2009,3.5,3,2,8,"CYP"
2010,3.4,2.8,1.9,8,"CYP"
2011,3.2,2.7,1.9,8,"CYP"
2012,3.1,2.6,1.8,7,"CYP"
2013,3,2.5,1.8,6,"CYP"
2014,2.9,2.4,1.7,8,"CYP"
2015,2.9,2.4,1.7,7,"CYP"
2016,2.9,2.4,1.7,6,"CYP"
2017,2.8,2.3,1.7,6,"CYP"
2018,2.8,2.3,1.7,NA,"CYP"
2019,2.8,2.3,1.7,NA,"CYP"
2000,5.5,4.5,2.7,7,"CZE"
2001,5.2,4.3,2.5,7,"CZE"
2002,5,4.1,2.4,6,"CZE"
2003,4.8,3.9,2.4,6,"CZE"
2004,4.6,3.7,2.3,5,"CZE"
2005,4.4,3.6,2.2,5,"CZE"
2006,4.1,3.4,2.1,5,"CZE"
2007,3.9,3.2,2,5,"CZE"
2008,3.7,3,1.9,5,"CZE"
2009,3.5,2.9,1.8,4,"CZE"
2010,3.4,2.7,1.7,4,"CZE"
2011,3.3,2.6,1.6,4,"CZE"
2012,3.2,2.6,1.6,4,"CZE"
2013,3.1,2.5,1.6,4,"CZE"
2014,3.1,2.5,1.6,4,"CZE"
2015,3.2,2.5,1.6,4,"CZE"
2016,3.2,2.6,1.6,4,"CZE"
2017,3.2,2.6,1.6,3,"CZE"
2018,3.1,2.5,1.6,NA,"CZE"
2019,3,2.4,1.6,NA,"CZE"
2000,5.4,4.4,2.8,7,"DEU"
2001,5.2,4.3,2.7,7,"DEU"
2002,5.1,4.2,2.7,7,"DEU"
2003,5,4.1,2.7,6,"DEU"
2004,4.9,4,2.6,6,"DEU"
2005,4.7,3.9,2.6,6,"DEU"
2006,4.6,3.8,2.6,6,"DEU"
2007,4.5,3.7,2.5,6,"DEU"
2008,4.4,3.6,2.4,6,"DEU"
2009,4.3,3.5,2.4,6,"DEU"
2010,4.2,3.5,2.3,6,"DEU"
2011,4.1,3.4,2.3,6,"DEU"
2012,4,3.4,2.3,5,"DEU"
2013,4,3.3,2.3,5,"DEU"
2014,4,3.3,2.3,5,"DEU"
2015,3.9,3.3,2.3,5,"DEU"
2016,3.9,3.3,2.3,5,"DEU"
2017,3.9,3.3,2.3,7,"DEU"
2018,3.8,3.2,2.3,NA,"DEU"
2019,3.7,3.2,2.3,NA,"DEU"
2000,101,79.9,43.9,507,"DJI"
2001,98.6,78.2,43.4,490,"DJI"
2002,96.1,76.5,42.7,470,"DJI"
2003,93.6,74.7,42.1,449,"DJI"
2004,91.1,72.9,41.6,426,"DJI"
2005,88.7,71.2,40.9,393,"DJI"
2006,86.1,69.4,40.3,361,"DJI"
2007,83.6,67.6,39.7,335,"DJI"
2008,81.2,65.9,39,320,"DJI"
2009,78.8,64.2,38.4,299,"DJI"
2010,76.6,62.5,37.6,283,"DJI"
2011,74.4,60.9,37,272,"DJI"
2012,72.2,59.3,36.3,262,"DJI"
2013,70.1,57.8,35.4,256,"DJI"
2014,68,56.2,34.7,256,"DJI"
2015,65.8,54.6,34,247,"DJI"
2016,63.8,53.1,33.2,246,"DJI"
2017,61.8,51.6,32.5,248,"DJI"
2018,59.7,50.1,31.8,NA,"DJI"
2019,57.8,48.6,31.1,NA,"DJI"
2000,16.9,14.1,12.9,NA,"DMA"
2001,17.3,14.5,13.3,NA,"DMA"
2002,17.8,14.9,13.8,NA,"DMA"
2003,18.4,15.5,14.4,NA,"DMA"
2004,19,16.1,14.9,NA,"DMA"
2005,19.7,16.8,15.6,NA,"DMA"
2006,20.5,17.5,16.2,NA,"DMA"
2007,21.4,18.3,17,NA,"DMA"
2008,22.3,19.2,17.8,NA,"DMA"
2009,23.4,20.2,18.7,NA,"DMA"
2010,24.6,21.3,19.6,NA,"DMA"
2011,25.8,22.5,20.7,NA,"DMA"
2012,27.1,23.7,21.7,NA,"DMA"
2013,28.4,25,22.8,NA,"DMA"
2014,29.8,26.2,23.9,NA,"DMA"
2015,31.1,27.5,25,NA,"DMA"
2016,32.4,28.7,26.1,NA,"DMA"
2017,33.5,29.7,27.2,NA,"DMA"
2018,34.4,30.6,28.3,NA,"DMA"
2019,35,31.2,29.2,NA,"DMA"
2000,5.7,4.7,3.5,8,"DNK"
2001,5.6,4.7,3.4,8,"DNK"
2002,5.5,4.6,3.2,8,"DNK"
2003,5.4,4.5,3.2,7,"DNK"
2004,5.2,4.3,3.1,7,"DNK"
2005,5,4.2,3.1,6,"DNK"
2006,4.8,4,3,6,"DNK"
2007,4.5,3.8,2.9,6,"DNK"
2008,4.4,3.7,2.8,6,"DNK"
2009,4.2,3.6,2.8,6,"DNK"
2010,4.1,3.5,2.8,5,"DNK"
2011,4.1,3.4,2.9,5,"DNK"
2012,4.1,3.5,3,5,"DNK"
2013,4.1,3.5,3,4,"DNK"
2014,4.1,3.5,3,4,"DNK"
2015,4.1,3.5,3,4,"DNK"
2016,4.1,3.5,2.9,4,"DNK"
2017,4,3.4,2.8,4,"DNK"
2018,3.9,3.3,2.7,NA,"DNK"
2019,3.7,3.2,2.6,NA,"DNK"
2000,40,32.4,23.3,80,"DOM"
2001,39,31.7,23.2,75,"DOM"
2002,38.1,31.1,23.1,75,"DOM"
2003,37.4,30.6,23.1,76,"DOM"
2004,36.9,30.1,23.2,81,"DOM"
2005,36.4,29.8,23.4,83,"DOM"
2006,36,29.5,23.6,86,"DOM"
2007,35.7,29.3,23.8,90,"DOM"
2008,35.5,29.1,24,92,"DOM"
2009,35.3,29,24.1,95,"DOM"
2010,35.1,28.9,24.2,96,"DOM"
2011,35,28.8,24.3,95,"DOM"
2012,35,28.8,24.3,94,"DOM"
2013,35,28.8,24.3,94,"DOM"
2014,35,28.8,24.4,94,"DOM"
2015,35,28.8,24.4,94,"DOM"
2016,35,28.8,24.5,94,"DOM"
2017,34.9,28.7,24.4,95,"DOM"
2018,34.8,28.6,24.2,NA,"DOM"
2019,34.4,28.3,23.9,NA,"DOM"
2000,39.7,33.9,21.1,161,"DZA"
2001,38.9,33.3,21.1,155,"DZA"
2002,37.8,32.4,20.9,148,"DZA"
2003,36.5,31.3,20.8,145,"DZA"
2004,35.1,30.1,20.4,134,"DZA"
2005,33.6,28.8,20.1,127,"DZA"
2006,32.1,27.6,19.8,122,"DZA"
2007,30.7,26.4,19.4,119,"DZA"
2008,29.5,25.3,18.9,117,"DZA"
2009,28.4,24.4,18.2,117,"DZA"
2010,27.4,23.6,17.5,115,"DZA"
2011,26.7,22.9,17.1,116,"DZA"
2012,26.2,22.5,16.9,116,"DZA"
2013,25.8,22.1,16.4,115,"DZA"
2014,25.5,21.9,15.7,114,"DZA"
2015,25.2,21.6,15.1,114,"DZA"
2016,24.8,21.3,15.1,113,"DZA"
2017,24.3,20.9,15.6,112,"DZA"
2018,23.8,20.4,16,NA,"DZA"
2019,23.3,20,16.3,NA,"DZA"
2000,41.86286108,33.16846587,21.40243152,121,NA
2001,39.50390213,31.38716221,20.26672342,118,NA
2002,37.19781647,29.56173495,19.11887996,115,NA
2003,34.87212479,27.77954,18.02225245,112,NA
2004,33.72860826,26.48710023,16.8940698,110,NA
2005,30.72938543,24.50039718,15.85566887,106,NA
